dataset_name,dataset_url,dataset_root,number_of_classes,class_names,total_images,train_images,validation_images,test_images,split_ratio,image_size_used
Fresh and Stale Classification,https://www.kaggle.com/datasets/swoyam2609/fresh-and-stale-classification,/kaggle/input/datasets,22,"freshapples, freshbanana, freshbittergroud, freshcapsicum, freshcucumber, freshokra, freshoranges, freshpatato, freshpotato, freshtamto, freshtomato, rottenapples, rottenbanana, rottenbittergroud, rottencapsicum, rottencucumber, rottenokra, rottenoranges, rottenpatato, rottenpotato, rottentamto, rottentomato",30357,20994,2625,6738,80%/10%/10%,224x224
